word,occurrence,day
choko,1.077742328394236e-09,
choky,4.859030518649793e-09,
chola,4.467182603636791e-09,
choli,4.605565169246279e-09,
cholo,6.632840689564976e-09,
chomp,5.9892269835244385e-09,
chons,2.3783887555331022e-09,
choof,2.396635397740428e-08,
chook,4.248992905650293e-09,
choom,1.0762674814402703e-09,
choon,3.146892850816596e-09,
chops,5.958673957601618e-07,
chord,3.493504600555753e-06,826.0
chore,9.27043984120246e-07,1220.0
chose,1.850572229159297e-05,635.0
chota,4.6146102337300085e-09,
chott,9.445784486047723e-10,
chout,1.3582898808163812e-08,
choux,9.921988465021714e-09,
chowk,2.0493005952049383e-09,
chows,8.395872936414109e-09,
chubs,2.0334506459218642e-08,
chuck,7.673918719319772e-07,1182.0
chufa,5.110737341235555e-09,
chuff,2.664727018486524e-08,
chugs,4.698794652140659e-09,
chump,8.978836625317399e-08,734.0
chums,8.00774093888935e-08,
chunk,1.6050482804530475e-06,303.0
churl,3.431129360324056e-07,
churn,5.491233508791993e-07,1600.0
churr,3.5444040136650274e-09,
chuse,9.648275036716188e-06,
chute,1.0138352001831664e-06,475.0
chuts,2.663647351831299e-10,
chyle,5.695313010636646e-07,
chyme,9.14638423409587e-08,
chynd,3.3498204221244477e-09,
cibol,2.449678634020761e-10,
cided,1.0358383441245477e-07,
cider,1.142808512213378e-06,1367.0
cides,3.09069373871651e-08,
ciels,1.1511317471350863e-09,
cigar,2.6051423014905594e-06,0.0
ciggy,4.75886019706636e-10,
cilia,5.909133293244487e-07,
cills,1.592862080696405e-08,
cimar,5.989791360421685e-10,
cimex,8.288332406514164e-09,
cinch,2.154687348365769e-07,418.0
cinct,2.2264497454870503e-08,
cines,9.243134381476692e-08,
cinqs,1.112724070603383e-10,
cions,1.152615707519148e-07,
cippi,7.922326471125725e-09,
circa,2.230341160611715e-06,2003.0
circs,1.5491412819628866e-08,
cires,1.0312982879618009e-08,
cirls,5.961940473560513e-10,
cirri,1.4481535388035139e-07,
cisco,5.988129633944113e-08,
cissy,1.4603396652191644e-09,
cists,4.6872935596370826e-08,
cital,2.413494097908142e-08,
cited,2.561698348874695e-05,
citer,7.290401616331611e-08,
cites,3.860666043701363e-06,
cives,1.2740334193440417e-07,
civet,2.346418711295629e-07,
civic,7.81849745180807e-06,96.0
civie,2.354698533193179e-09,
civil,6.206527839822229e-05,888.0
civvy,2.306066563467874e-09,
clach,3.5538837782612e-09,
clack,1.8348985946659014e-07,1785.0
clade,7.015345942538678e-08,
clads,8.86259479860831e-08,
claes,1.8525236588330127e-08,
clags,2.0960028817541724e-09,
claim,9.0863999503199e-05,554.0
clame,1.7841950707868477e-07,
clamp,2.4783513731563288e-06,1817.0
clams,4.311382260638106e-07,
clang,3.4673964222520226e-07,2189.0
clank,1.6035106426670608e-07,2027.0
clans,1.025592712779509e-06,
claps,5.061374154253101e-07,
clapt,7.884472570573154e-07,
claro,7.930997672959215e-08,
clart,2.068131952018057e-09,
clary,2.5045144136370825e-08,
clash,3.242752495680179e-06,1629.0
clasp,9.760278658177413e-07,925.0
class,0.0001598747150273,465.0
clast,3.2522670468681223e-08,
clats,2.4557023730737292e-09,
claut,1.1970906463014195e-09,
clave,2.5874028932043176e-07,
clavi,1.4183827000093284e-08,
claws,1.9684350546684144e-06,
clays,1.762244235528407e-06,
clean,3.432392208196688e-05,761.0
clear,0.0001499884334043,1363.0
cleat,1.84162472294247e-07,1573.0
cleck,1.8828467540696974e-09,
cleek,1.0229069379351045e-08,
cleep,1.0125453697718e-09,
clefs,5.3542023889305504e-08,
cleft,2.3930910538183525e-06,1912.0
clegs,1.170911862287725e-09,
cleik,2.6947169237812253e-08,
clems,2.262146287171149e-09,
clepe,6.022546921084035e-08,
clept,6.157988142143123e-08,
clerk,1.4492317859549075e-05,1682.0
cleve,7.118200771658248e-08,
clews,2.1405846888409812e-08,
click,1.5650132290829788e-05,134.0
clied,1.1146576189528588e-08,
clies,7.589285830333914e-09,
cliff,4.156288196099922e-06,800.0
clift,9.664243438417969e-08,
climb,8.630109323348734e-06,1679.0
clime,1.747566441901737e-06,
cline,1.6592710088649308e-07,
cling,2.030736252436327e-06,433.0
clink,2.7392649158741734e-07,753.0
clint,4.330608269343053e-09,
clipe,2.8112423047774706e-08,
clips,6.161138239283522e-07,
clipt,2.034949132577137e-07,
clits,8.413037975809312e-10,
cloak,3.5422451469457883e-06,1592.0
cloam,6.034713028703234e-10,
clock,1.4587013702112015e-05,160.0
clods,4.6813754420299996e-07,
cloff,7.900002160649918e-09,
clogs,3.584976923320937e-07,
cloke,1.598113929790479e-06,
clomb,3.1533200514846444e-08,
clomp,3.2106528264545052e-09,
clone,2.29617591458009e-06,2085.0
clonk,3.160172028760809e-09,
clons,1.2728067893983217e-07,
cloop,6.157896847484322e-10,
cloot,4.175882378909748e-09,
clops,3.542850258890613e-09,
close,0.0001303426572121,2080.0
clote,7.2877955334500654e-09,
cloth,1.4905371572240255e-05,262.0
clots,3.7620357672151473e-07,
cloud,1.5188011675490996e-05,2077.0
clour,7.621308966826873e-09,
clous,5.4863720651170234e-08,
clout,1.0743897138354442e-06,1580.0
clove,8.298795944483573e-07,1107.0
clown,1.3856562998171286e-06,450.0
clows,3.08165123915755e-08,
cloye,1.5054405649380996e-08,
cloys,5.3842694020405774e-08,
cloze,5.6780772922905034e-08,
clubs,4.907081715038304e-06,
cluck,9.357176416813219e-08,46.0
clued,7.31754245109073e-08,1082.0
clues,2.2025822077400046e-06,
cluey,9.884364446724468e-11,
clump,1.0401217605249258e-06,2259.0
clung,2.8246303509149584e-06,750.0
clunk,1.40295363383827e-08,
clype,4.6007496219530903e-10,
cnida,9.013985628827507e-10,
coach,9.021861205837925e-06,626.0
coact,2.1025144796550122e-08,
coady,6.166294743111086e-11,
coala,2.1048780463664856e-09,
coals,4.923008237566452e-06,
coaly,8.410674887660007e-08,
coapt,1.3506151031013218e-08,
coarb,2.4281042035975053e-09,
coast,2.8074959554942325e-05,140.0
coate,2.034768788442639e-06,
coati,2.5825240549051453e-08,
coats,4.558969609483108e-06,
cobbs,2.3171252380502428e-09,
cobby,7.154982113455333e-09,
cobia,2.0645354208426172e-08,
coble,2.1965409384705483e-08,
cobra,4.124343422517995e-07,1835.0
cobza,6.738669749289937e-10,
cocas,1.5804272335273595e-09,
cocci,2.386427402711889e-07,
cocco,5.073738575944731e-09,
cocks,6.662253571221299e-07,
cocky,4.938169067258968e-07,
cocoa,3.030390475942113e-06,1555.0
cocos,1.702784906854049e-08,
codas,6.468748850352314e-08,
codec,2.2806855161761065e-07,
coded,5.971193522782414e-06,
coden,4.656191615326488e-09,
coder,4.283163576701554e-07,
codes,1.7755628559825708e-05,
codex,4.46242119096496e-07,
codon,8.765380567865577e-07,
coeds,5.567865237310344e-08,
coffs,5.501878234948075e-10,
cogie,6.653989194360666e-10,
cogon,1.980007795943095e-08,
cogue,4.869036028531948e-10,
cohab,2.1930988242102603e-09,
cohen,3.7916312471963926e-08,
cohoe,8.996881375317178e-10,
cohog,8.206834392621154e-11,
cohos,9.719056468238118e-09,
coifs,1.3454057494755034e-08,
coign,1.4805911394688564e-08,
coils,3.363104351592483e-06,
coins,8.209647030525956e-06,
coirs,1.421017963368354e-09,
coits,1.7347266045852902e-09,
coked,3.6791511313083444e-08,
cokes,9.588665200510605e-08,
colas,6.336796808170676e-08,
colby,1.3257754796214272e-08,
colds,6.957218295156053e-07,
coled,2.204094302626913e-09,
coles,1.7556338480773092e-08,
coley,3.5882789872765382e-09,
colic,6.547438692905417e-07,
colin,2.633955316966308e-08,
colls,8.424995025402283e-08,
colly,4.993111986095755e-09,
colog,1.9853607020892122e-09,
colon,4.991750579392828e-06,25.0
color,5.881463082914706e-05,1786.0
colts,1.7952180371594296e-07,
colza,9.171859170820085e-08,
comae,1.310007989197004e-08,
comal,1.7298646177721367e-08,
comas,5.3837390296962445e-08,
combe,3.542690375724078e-08,
combi,9.655974125166725e-08,
combo,4.991072603388602e-07,
combs,6.889385679187399e-07,
comby,1.998452019424945e-09,
comer,1.0950361922823505e-06,
comes,7.72721333487425e-05,
comet,1.5297719392037831e-06,122.0
comfy,2.838615150579927e-07,1281.0
comic,6.592196987185162e-06,1081.0
comix,2.2897592710791063e-08,
comma,1.8220646279587528e-06,296.0
commo,5.054916769609008e-08,
comms,1.346583016470504e-07,
commy,2.297121557415238e-09,
compo,1.9731024039515432e-07,
comps,1.986868464598501e-07,
compt,2.0155311135638957e-08,
comte,2.106148613734149e-07,
comus,2.4184628877321758e-09,
conch,4.920520541418227e-07,1238.0
condo,7.702980370893898e-07,2285.0
coned,5.521715735312682e-08,
cones,2.829933127941331e-06,
coney,3.0871787437547483e-08,
confs,1.2379307782750536e-08,
conga,8.205979209918725e-08,
conge,1.4584976257836502e-08,
congo,4.0871748296922314e-08,
conia,3.495641424100526e-09,
conic,4.680836042325609e-07,175.0
conin,1.0309705098521249e-08,
conks,1.6586841962151766e-08,
conky,4.94038067816449e-10,
conne,4.1877597833916986e-08,
conns,9.568049861297112e-09,
conte,1.1981909139535674e-07,
conto,4.877435436867472e-08,
conus,1.2208535153490628e-07,
convo,1.1017094965204422e-08,
cooch,6.728384609466787e-09,
cooed,2.69068010538831e-07,
cooee,4.7593873220286295e-09,
cooer,4.763651464956276e-10,
cooey,1.0718417797761502e-09,
coofs,4.682955664914168e-10,
cooks,1.8171391639043576e-06,
cooky,1.695128504231036e-08,
cools,7.676766142594716e-07,
cooly,4.459122951772087e-08,
coomb,7.919319426896721e-09,
cooms,2.239849181684405e-09,
coomy,1.0858005626557256e-10,
coons,5.66387989664463e-08,
coops,1.8024294007545904e-07,
coopt,4.982986073542861e-08,
coost,4.5730582654002205e-09,
coots,9.221822104166222e-08,
cooze,3.632115451179807e-09,
copal,7.705143104885794e-08,
copay,3.0426217803025685e-08,
coped,4.813180385099259e-07,
copen,1.4737152309596271e-09,
coper,1.583712556652017e-08,
copes,2.0226257618105598e-07,
coppy,9.65174534961477e-09,
copra,4.951068254399615e-07,
copse,2.488339585227096e-07,1053.0
copsy,6.786771825084692e-10,
coqui,1.3165601040476816e-08,
coral,4.152552546656807e-06,1170.0
coram,2.279308684194348e-07,
corbe,8.376401666732035e-10,
corby,1.2049191844276663e-09,
cords,2.54378922363685e-06,
cored,6.920241480656842e-07,
corer,1.121108464730014e-07,2036.0
cores,4.803767437806528e-06,
corey,2.603296039849212e-09,
corgi,2.1220909998120877e-08,
coria,2.742261442367777e-09,
corks,2.0798125234477995e-07,
corky,8.647310728804315e-08,
corms,1.490036338225309e-07,
corni,1.0322642927107496e-08,
corno,1.1383306812717821e-08,
corns,1.8254445166121517e-07,
cornu,6.56085861550082e-08,
corny,2.5229880805e-07,98.0
corps,6.085506329327472e-06,
corse,5.980707292962963e-08,
corso,4.715238350883056e-08,
cosec,9.207487394746749e-09,
cosed,1.883054603357692e-09,
coses,5.1106854299654e-08,
coset,1.467892371920243e-07,
cosey,9.010009049958968e-09,
cosie,3.8678994833396534e-10,
costa,3.524102766050419e-07,
coste,2.0313621185152896e-08,
costs,0.0001542032200086,
cotan,1.9025112674153633e-09,
coted,2.300030584878598e-09,
cotes,3.6464528712087944e-08,
coths,9.025905169102178e-11,
cotta,4.632625643807842e-07,
cotts,3.4794484360389783e-09,
couch,5.922798759456783e-06,663.0
coude,4.149558858301816e-08,
cough,4.075417600688525e-06,947.0
could,0.000813898287015,224.0
count,3.024218913196819e-05,571.0
coupe,3.9372074127186353e-07,2068.0
coups,6.090286240123532e-07,
courb,3.3397874396601246e-10,
courd,6.933426970057167e-10,
coure,5.268635301369784e-09,
cours,3.045826619541004e-07,
court,0.0002112215707893,1840.0
couta,1.008235404609259e-09,
couth,1.8323001143016886e-08,
coved,3.3128804695081724e-08,
coven,2.506027119864029e-07,1936.0
cover,7.360607167356648e-05,891.0
coves,2.915304003181518e-07,
covet,3.625607030244282e-07,594.0
covey,9.59576701120568e-08,1754.0
covin,6.176380975553286e-09,
cowal,2.485660365036946e-10,
cowan,5.563182243761844e-09,
cowed,3.278226219549651e-07,
cower,1.694689868259047e-07,1956.0
cowks,2.717448120692634e-11,
cowls,4.82641620180857e-08,
cowps,1.8319544496658846e-09,
cowry,3.3846663356484894e-08,
coxae,2.6513119905757775e-07,
coxal,1.0996525059425723e-07,
coxed,6.151468174842023e-09,
coxes,1.802596510946941e-09,
coxib,2.3739771504160955e-09,
coyau,1.2726438618215762e-10,
coyed,4.986580180027511e-10,
coyer,8.391529013884735e-09,
coyly,2.1507907973727925e-07,425.0
coypu,1.6299672296327116e-08,
cozed,1.2877215883888569e-10,
cozen,2.6670972115283572e-08,
cozes,2.9189299977083746e-10,
cozey,1.7725560859382928e-10,
cozie,7.995651657433101e-10,
craal,5.965181733985635e-10,
crabs,1.790240833088319e-06,
crack,1.537032876512967e-05,2165.0
craft,1.1694407221511938e-05,1792.0
crags,3.18991847336747e-07,
craic,1.5518525001423365e-08,
craig,3.045666113976608e-08,
crake,1.3032357681908023e-08,
crame,2.663690173987376e-09,
cramp,4.237074938373553e-07,423.0
crams,2.7063768044399696e-08,
crane,2.855629561508977e-06,1729.0
crank,1.2955796159985769e-06,203.0
crans,6.171333599702677e-09,
crape,9.306731961089554e-08,
craps,1.4536055431335626e-07,
crapy,7.499284737644273e-10,
crare,8.748159907590037e-10,
crash,7.845389354770305e-06,1068.0
crass,4.054155874655408e-07,67.0
crate,1.115272023071157e-06,45.0
crave,8.146350836568672e-07,550.0
crawl,2.551537045292207e-06,1664.0
craws,8.393318635668834e-09,
crays,3.273217402677275e-09,
craze,6.881768501898477e-07,186.0
crazy,1.069374804956169e-05,41.0
creak,5.169497381984911e-07,355.0
cream,1.4754602052562404e-05,645.0
credo,4.901007639546151e-07,1197.0
creds,1.3944874742710668e-08,
creed,2.5932806238415653e-06,910.0
creek,3.92852401091659e-06,668.0
creel,1.7771630382412697e-07,
creep,5.800839735456975e-06,1083.0
crees,1.4173042366394384e-08,
creme,2.3002359107238134e-07,1371.0
crems,1.4449121801818342e-10,
crena,1.4114700386258504e-09,
crepe,4.155905457992049e-07,1617.0
creps,1.3016816954869447e-09,
crept,3.148357641293842e-06,351.0
crepy,4.417084586705311e-09,
cress,1.5536386797521117e-07,736.0
crest,4.743618474094546e-06,1128.0
crewe,2.9420125291501622e-09,
crews,4.458461485228327e-06,
crias,5.713071545843107e-09,
cribs,2.77286089556128e-07,
crick,7.468983653780016e-08,942.0
cried,1.6888768423086732e-05,2157.0
crier,1.572576164221573e-07,1452.0
cries,5.29548268787039e-06,
crime,4.4969280279474335e-05,1900.0
crimp,2.964688121664949e-07,218.0
crims,9.404613829921971e-09,
crine,1.5594599824808596e-08,
crios,1.3016214694960835e-09,
cripe,3.091500169194461e-09,
crips,5.906688778090085e-09,
crise,1.0167392133553223e-07,
crisp,3.1905580226521124e-06,1700.0
crith,7.947794661289363e-10,
crits,1.1780130364513752e-08,
croak,2.5759106080158746e-07,33.0
croci,2.711693902757162e-09,
crock,2.369964960280413e-07,692.0
crocs,3.7750520665014174e-08,
croft,1.630049287371094e-07,
crogs,3.5619942807818545e-10,
cromb,7.811672253499323e-11,
crome,2.821073522563111e-09,
crone,1.9256158694247467e-07,2243.0
cronk,1.638593648545239e-09,
crons,4.125168321378325e-09,
crony,1.650562508359599e-07,2159.0
crook,9.61658811320376e-07,760.0
crool,2.5903873757116e-09,
croon,6.678867876530603e-08,
crops,2.528996854380239e-05,
crore,2.140934365115754e-06,
cross,7.955207285704092e-05,1032.0
crost,1.9596466298565927e-08,
croup,2.2556433521003785e-07,752.0
crout,1.6710936540098587e-09,
crowd,2.005388112593209e-05,829.0
crown,1.1656676433631218e-05,1059.0
crows,9.251077881344828e-07,
croze,4.3035137176072885e-09,
cruck,3.1367716974983755e-08,
crude,1.647302325181954e-05,1690.0
crudo,1.3307812078977576e-08,
cruds,3.539637591920552e-09,
crudy,1.1262395466227203e-09,
cruel,7.763698458802537e-06,1467.0
crues,5.437342451841687e-09,
cruet,3.374060216998487e-08,
cruft,2.382512188647823e-09,
crumb,4.901965428416588e-07,1484.0
crump,2.370160146369926e-08,967.0
crunk,5.192441230039702e-09,
cruor,4.675299674072875e-09,
crura,9.105274280329925e-08,
cruse,2.9488372206287752e-08,
crush,3.435323383200739e-06,2013.0
crust,5.7562983238312885e-06,23.0
crusy,5.4604603755281646e-11,
cruve,1.3593027736041872e-09,
crwth,5.697892464517906e-09,
cryer,4.8635793659101975e-09,
crypt,8.203922629945737e-07,1328.0
ctene,1.0616169572597035e-09,
cubby,8.396892191342432e-08,
cubeb,4.984834611754252e-09,
cubed,3.177620610017584e-07,
cuber,6.482874396196436e-09,
cubes,2.173553241391346e-06,
cubic,1.002361525024753e-05,1667.0
cubit,2.167056952373514e-07,
cuddy,2.790186547585449e-08,
cuffo,1.7641598022699602e-10,
cuffs,9.988687315853894e-07,
cuifs,1.7162475163257084e-10,
cuing,9.44955151993554e-08,
cuish,2.604360000574291e-10,
cuits,2.090391063802599e-08,
cukes,9.845567392474664e-09,
culch,1.3271451240748355e-09,
culet,6.3884180279139e-09,
culex,7.850593495284385e-09,
culls,9.546449867059436e-08,
cully,8.584078003970319e-09,
culms,1.983575634056933e-07,
culpa,1.82153402761287e-07,
culti,4.590560635620023e-08,
cults,1.4750521791029314e-06,
culty,1.2968847979522024e-07,
cumec,8.910687383512084e-09,
cumin,6.355125258039607e-07,1329.0
cundy,3.72422109748416e-10,
cunei,5.149610688981454e-09,
cunit,9.628895097854584e-09,
cunts,7.371224679530996e-08,
cupel,1.0409306803182972e-08,
cupid,7.752583861986297e-08,
cuppa,7.699274926054046e-08,
cuppy,1.8616529806614321e-09,
curat,2.5992054251133823e-08,
curbs,5.691195616464029e-07,
curch,1.4832869743575115e-09,
curds,2.2090640015903774e-07,
curdy,1.2515646563571182e-08,
cured,5.289664459269261e-06,
curer,4.8050198913074386e-08,
cures,1.5697722710683593e-06,
curet,2.3210425159625457e-08,
curfs,9.494785804808892e-11,
curia,2.159113455491024e-07,
curie,1.2461853060585781e-07,
curio,1.3858681455758414e-07,1587.0
curli,4.974575660010583e-09,
curls,2.1233956283595037e-06,
curly,1.6366067495710014e-06,1321.0
curns,1.8765303984313863e-10,
curny,1.6140029937550258e-11,
currs,8.812704480054555e-10,
curry,1.1468677575976472e-06,2107.0
curse,5.123231862853572e-06,1715.0
cursi,4.980448289337857e-09,
curst,4.1215135837546776e-08,
curve,3.668725497846026e-05,2166.0
curvy,1.940508511921735e-07,2052.0
cusec,1.558566789405802e-08,
cushy,1.1702552157544233e-07,
cusks,1.7928003276379554e-10,
cusps,5.319406920989422e-07,
cuspy,1.860046995316722e-09,
cusso,1.7834154354690046e-10,
cusum,2.3302936380531494e-08,
cutch,1.1787189748702076e-08,
cuter,5.377134552730922e-08,
cutes,4.652483318601242e-09,
cutey,2.296646675059577e-09,
cutie,7.47395973199616e-08,847.0
cutin,4.701995472089494e-08,
cutis,1.1434920182296085e-07,
cutto,3.1166975267282734e-09,
cutty,9.439932249222238e-09,
cutup,1.4618862671511578e-08,
cuvee,1.0244608982246106e-08,
cuzes,1.397181087492427e-10,
cwtch,5.21834251643316e-10,
cyano,2.4020296322646574e-07,
cyans,1.4773853862504183e-09,
cyber,1.1861760014308942e-06,1130.0
cycad,5.1601698807246523e-08,
cycas,3.2766686253182797e-09,
cycle,4.780240582476836e-05,739.0
cyclo,2.100454545939101e-07,
cyder,1.3409336725445087e-08,
cylix,2.020263799584754e-09,
cymae,3.5171135802369856e-10,
cymar,6.858302377399373e-10,
cymas,6.26779255441523e-10,
cymes,1.3419040872264532e-07,
cymol,9.334604181288064e-10,
cynic,2.935442873308603e-07,240.0
cysts,2.3481770358557697e-06,
cytes,4.212329411501514e-08,
cyton,1.7761158599416402e-09,
czars,7.12758975396355e-08,
daals,6.509926304965051e-10,
dabba,5.694173857984097e-09,
daces,3.301376182984761e-09,
dacha,1.3077527782456858e-07,
dacks,1.8170811832973754e-09,
dadah,2.606486186329526e-09,
dadas,7.417630074613157e-09,
daddy,2.148403495993989e-06,558.0
dados,3.0682888976230064e-08,
daffs,3.084651785112413e-09,
daffy,2.8024101723644893e-08,
dagga,4.832144153255058e-08,
daggy,5.670183406136786e-09,
dagos,7.63084009314241e-09,
dahls,5.00305913087029e-10,
daiko,5.794961400185095e-09,
daily,6.070532486774028e-05,1944.0
daine,1.4065152120767974e-09,
daint,9.921761290332398e-10,
dairy,9.862073866315769e-06,1030.0
daisy,5.676031241819146e-07,937.0
daker,5.2301700553814e-10,
daled,3.6223116517408725e-09,
dales,1.265624877078153e-07,
dalis,2.380661202616707e-09,
dalle,7.168572388138729e-08,
dally,3.4335103634930417e-07,834.0
dalts,2.7492669356365956e-10,
daman,9.930109796663091e-09,
damar,2.0903368644908936e-08,
dames,2.2368743628931046e-07,
damme,1.708218011486906e-08,
damns,5.509813334469983e-08,
damps,7.816658197157268e-08,
dampy,5.922546830738896e-10,
dance,2.411263174508349e-05,1581.0
dancy,1.0932181062628388e-08,
dandy,5.277033784523155e-07,497.0
dangs,1.6008272230028095e-09,
danio,5.655668036119721e-09,
danks,7.267839563507295e-10,
danny,1.417133807635196e-08,
dants,4.7857592093691896e-08,
daraf,3.8841601726624655e-10,
darbs,7.221586999228702e-10,
darcy,1.8388137243974258e-08,
dared,4.411746549521922e-06,
darer,1.9109795129645947e-09,
dares,7.962119912008348e-07,
darga,2.5086476451718904e-09,
dargs,4.099229138077032e-10,
daric,4.770453094771199e-09,
daris,1.576188154439606e-09,
darks,6.637266494635696e-08,
darky,4.7302749557331936e-08,
darns,1.1064025873253058e-08,
darre,7.706913114635672e-10,
darts,8.034275975887794e-07,
darzi,1.1651655634770108e-09,
dashi,3.881253730853018e-08,
dashy,9.802233555400442e-10,
datal,1.1243470636745912e-08,
dated,2.9449928297253796e-05,
dater,1.7336208362195292e-08,
dates,2.246851814561524e-05,
datos,5.06599016247833e-08,
datto,1.347689539410446e-09,
datum,1.7798839814986425e-06,1163.0
daube,1.1235792189978613e-08,
daubs,4.1252816807002554e-08,
dauby,9.7777887592132e-10,
dauds,1.4105786025342403e-10,
dault,4.1644917285477133e-10,
daunt,7.689052509363137e-08,2231.0
daurs,5.411503439800569e-10,
dauts,9.271937016774868e-11,
daven,1.2080820712689898e-08,
davit,6.984022299150183e-08,
dawah,4.802119979163688e-09,
dawds,8.991234687338867e-11,
dawed,4.525408792144248e-10,
dawen,8.509626554797921e-10,
dawks,6.072934902873193e-10,
dawns,3.1095749136511586e-07,
dawts,1.7186095810362013e-11,
dayan,8.501686292738952e-09,
daych,0.0,
daynt,7.319681416539935e-11,
dazed,1.1618319365425122e-06,
dazer,8.733130982263581e-10,
dazes,3.948247084828438e-09,
deads,1.3930070341672265e-08,
deair,7.033658083743787e-10,
deals,1.7002391577989327e-05,
dealt,1.8723068315011915e-05,1991.0
deans,6.052962248759286e-07,
deare,7.600045037747806e-08,
dearn,5.273908972036612e-10,
dears,1.612122434835328e-07,
deary,3.209761011646606e-08,
deash,7.441471953223421e-10,
death,0.0001465991490113,21.0
deave,1.529824315005257e-09,
deaws,7.087626527346736e-11,
deawy,8.251450546448158e-10,
debag,7.994322487325789e-10,
debar,1.474128049494539e-07,1683.0
debby,1.7162358753597394e-09,
debel,1.0242369319346524e-09,
debes,1.531484991268428e-08,
debit,1.8780006826091264e-06,1267.0
debts,1.0146739150513896e-05,
debud,1.9805793227689603e-10,
debug,5.575551922731847e-07,1898.0
debur,1.2229901497073923e-09,
debus,2.714150868499132e-09,
debut,2.711580350478471e-06,1620.0
debye,1.6558739712735363e-08,
decad,2.6945374074216492e-08,
decaf,6.986162544464491e-08,
decal,2.1321744895885785e-07,1444.0
decan,1.9276424314540463e-08,
decay,1.4234398022381357e-05,756.0
decko,8.211744451092072e-10,
decks,2.124061068116134e-06,
decor,1.4583934637357743e-06,1514.0
decos,5.831342561601892e-10,
decoy,4.753600541107517e-07,1771.0
decry,2.711020178480794e-07,2227.0
dedal,1.1609483618890691e-09,
deeds,7.635400361323264e-06,
deedy,1.4741009141117087e-09,
deely,8.041417867699075e-10,
deems,3.551572217475041e-06,
deens,1.236332569098941e-09,
deeps,1.814047409709474e-07,
deere,3.189123578550834e-08,
deers,2.6482329502641733e-08,
deets,4.171086402313118e-09,
deeve,9.819848464931447e-10,
deevs,1.9053884449393707e-10,
defat,4.133906621461847e-09,
defer,2.9607077772197958e-06,1449.0
deffo,8.803102250626304e-10,
defis,4.041254331732525e-09,
defog,4.147844314683624e-09,
degas,2.584388537840709e-08,
degum,7.515314186246068e-10,
degus,1.0984623993737232e-08,
deice,9.506843485773686e-09,
deids,3.9438215568288187e-10,
deify,5.67137246321181e-08,
deign,2.184430053375764e-07,1339.0
deils,1.8776815569054863e-09,
deism,1.3137259102791177e-07,
deist,7.437167575119474e-08,
deity,3.78741677650396e-06,1308.0
deked,1.6950596051779064e-09,
dekes,1.5740100367533924e-09,
dekko,4.681895402480762e-09,
delay,3.21716746839229e-05,922.0
deled,6.706248507626356e-09,
deles,2.0256297839083005e-08,
delfs,1.6783794160035723e-10,
delft,2.4475820907809976e-08,
delis,4.8001293695421056e-08,
dells,4.5228259040186465e-08,
delly,1.0306017272920795e-09,
delos,1.6571494576567147e-08,
delph,4.1163277408884365e-09,
delta,4.999869534003665e-06,75.0
delts,5.724539011708885e-09,
delve,7.865716384003463e-07,339.0
deman,2.6678727387263734e-08,
demes,9.038158189866864e-08,
demic,7.96367721278557e-08,
demit,7.978588678625442e-09,
demob,1.455570949993046e-08,
demoi,1.0851460459093689e-08,
demon,3.826322943041305e-06,1645.0
demos,3.9888397196818914e-07,
dempt,5.155687668456642e-10,
demur,2.0305997537661825e-07,962.0
denar,1.2800971589399524e-08,
denay,1.0600926042547698e-09,
dench,4.2820187035053075e-10,
denes,9.321263023664985e-09,
denet,2.1143469093598544e-10,
denim,7.444919941690387e-07,511.0
denis,1.4617124355353894e-08,
dense,1.240850147951278e-05,1225.0
dents,7.007834756223019e-07,
deoxy,3.77565380915712e-07,
depot,2.644065771164605e-06,282.0
depth,4.8133534073713234e-05,359.0
derat,3.127231962829491e-09,
deray,2.104157829641018e-09,
derby,2.2703923406197645e-07,623.0
dered,2.094457030210606e-07,
deres,8.255731200002003e-08,
derig,4.974118042455622e-10,
derma,3.476893791543034e-08,
derms,2.4436844303643566e-09,
derns,3.4513704130767484e-10,
derny,3.8878482114257366e-10,
deros,2.01059423832195e-09,
derro,1.1603647855074063e-09,
derry,1.4752775596704737e-08,
derth,2.068008714828373e-09,
dervs,5.127585661623968e-11,
desex,1.5894778659930606e-09,
deshi,1.4148806011249348e-08,
desis,8.487275970914254e-09,
desks,2.0679203134932324e-06,
desse,1.2953891226352712e-08,
deter,3.989590177297941e-06,576.0
detox,1.774037310520171e-07,1398.0
deuce,2.230151588378249e-07,2055.0
devas,1.4389430049277508e-07,
devel,7.996509327767854e-07,
devil,8.257409926955006e-06,1984.0
devis,1.4338053730966748e-08,
devon,6.577047564348959e-09,
devos,1.6859899087950935e-09,
devot,1.0641879066852768e-08,
dewan,1.5166768871921477e-08,
dewar,1.5136769913937088e-07,
dewax,1.5281003074019139e-09,
dewed,1.3050550373705504e-08,
dexes,1.0576471480838736e-08,
dexie,2.4169941839624615e-10,
dhaba,9.295067151526835e-09,
dhaks,1.8826791958748144e-10,
dhals,2.092334850933852e-09,
dhikr,6.710636936801961e-08,
dhobi,2.0629355201862155e-08,
dhole,1.4735081226291412e-08,
dholl,1.292617750336955e-09,
dhols,8.126112768791494e-10,
dhoti,1.0902329364625985e-07,
dhows,6.098607407523105e-08,
dhuti,2.797870113369072e-09,
diact,1.8522107070317876e-10,
dials,5.939347295225161e-07,
diane,1.5882129327238203e-08,
diary,6.787051979699754e-06,1150.0
